ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
580968961,Audio,Prairie Warbler,Setophaga discolor,,Rick Luehrs,2023-06-03,2023,6,3,717,United States,US-OH-129,Ohio,Pickaway,Park Rd to Deer Creek Lake Beach,39.6144391,-83.2211886,"",,Unspecified,"","",,,,,,,S140419612,"",,,,While exiting the beach area along the park rd I heard the unmistakable singing of a Prairie Warbler in the mixed- shrub area east of the road. Audio will be attached.,Setophaga discolor,prawar,Species,33643,,2.00,2,,,
580795681,Audio,Prairie Warbler,Setophaga discolor,"Toxostoma rufum -- Brown Thrasher; Passerina ciris -- Painted Bunting; Polioptila caerulea -- Blue-gray Gnatcatcher",TJ Hathcock,2023-06-03,2023,6,3,730,United States,US-OK-117,Oklahoma,Pawnee,Pawnee County N 3630 Rd,36.2487623,-96.5498418,"",Song,Unspecified,"","",,,Zoom H4n Pro,Rode NTG5,,,S140378393,"",,,,Bright yellow with black streaks down the sides/flanks. Also seen at this location on May 6,Setophaga discolor,prawar,Species,33643,,3.50,2,"",,
580673921,Audio,Prairie Warbler,Setophaga discolor,,Cynthia Elder,2023-06-03,2023,6,3,643,United States,US-FL-109,Florida,St. Johns,Faver-Dykes SP,29.6734000,-81.2625000,"",,Unspecified,"","",,,,,,,S140335013,"",,,,Heard singing in at least three areas.  One male seen.  Audio recordings of two birds.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
580673671,Audio,Prairie Warbler,Setophaga discolor,,Cynthia Elder,2023-06-03,2023,6,3,643,United States,US-FL-109,Florida,St. Johns,Faver-Dykes SP,29.6734000,-81.2625000,"",,Unspecified,"","",,,,,,,S140335013,"",,,,Heard singing in at least three areas.  One male seen.  Audio recordings of two birds.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
580671401,Audio,Prairie Warbler,Setophaga discolor,,Matthew Brown,2023-05-24,2023,5,24,802,United States,US-NC-119,North Carolina,Mecklenburg,"Cowan's Ford Wildlife Refuge",35.3714422,-80.9744294,"",,Unspecified,"","",,,,,,,S139071709,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
580652381,Audio,Prairie Warbler,Setophaga discolor,,Steve Baskauf,2023-06-03,2023,6,3,845,United States,US-TN-021,Tennessee,Cheatham,"Centre St, Pleasant View US-TN 36.38763, -87.01272",36.3876270,-87.0127210,"",,Unspecified,"","",,,,,,,S140318325,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
580617931,Audio,Prairie Warbler,Setophaga discolor,,Michael Bowen,2023-06-02,2023,6,2,1026,United States,US-MD-031,Maryland,Montgomery,Lois Y. Green Conservation Park,39.1769171,-77.1660268,"",,Unspecified,"","",,,,,,,S140229059,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
580557231,Audio,Prairie Warbler,Setophaga discolor,,Louis DeMarco,2023-06-02,2023,6,2,906,United States,US-NY-087,New York,Rockland,Utility Right Of Way,41.1860390,-74.0752510,"",,Unspecified,"","",,,,,,,S140243580,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
580503471,Audio,Prairie Warbler,Setophaga discolor,,David Wetzel,2023-06-02,2023,6,2,1121,United States,US-MS-089,Mississippi,Madison,Pipeline Road--Madison Co.,32.5295196,-89.9382019,Adult Male – 1,Song,Unspecified,"","",,,tascam portacapture 8x,rode NTG5,,,S140233034,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,2,"",,
580475551,Audio,Prairie Warbler,Setophaga discolor,,Eric Bodker,2023-06-01,2023,6,1,1049,United States,US-TN-119,Tennessee,Maury,Yanahli WMA--Yanahli Park,35.6016208,-86.9995136,"",,Unspecified,"","",,,,,,,S140131483,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
580429531,Audio,Prairie Warbler,Setophaga discolor,,Darrell Peterson,2023-06-02,2023,6,2,700,United States,US-VA-145,Virginia,Powhatan,Powhatan WMA--southern section,37.5434204,-78.0075109,"",,Unspecified,"","",,,Sound Devices MixPre 3ii,Sennheiser MKH20,Telinga parabola,,S140248910,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
580375211,Audio,Prairie Warbler,Setophaga discolor,,"""Chia"" Cory Chiappone ⚡️",2023-05-28,2023,5,28,711,United States,US-AR-015,Arkansas,Carroll,Lake Leatherwood,36.4407565,-93.7548137,"",Song,Not Used,"","",,,Samsung Galaxy S21 Ultra cellphone,,,,S140232053,"",,,,"Distinctive song like buzzy FISP  Long hike, counted as I hiked around the lake only counted as I passed them and not if I could hear any on the other side of the lake so I would not double count.  *hc",Setophaga discolor,prawar,Species,33643,,4.00,1,"",,
580343491,Audio,Prairie Warbler,Setophaga discolor,,Kalan Ickes,2023-06-02,2023,6,2,605,United States,US-SC-077,South Carolina,Pickens,Nine Times Preserve,34.9483203,-82.8018910,"",,Unspecified,"","",,,,,,,S140222677,"",,,,"Precise count of seen and heard birds, all in the power line cutovers or the edge of the adjacent trees.  Though it took them awhile to wake up, once they did get up they were very active flying back and forth across the cutovers. I visited 4 cutovers today and each had 2-4 birds.",Setophaga discolor,prawar,Species,33643,,.00,0,,,
580339571,Audio,Prairie Warbler,Setophaga discolor,,Nate Jerstad,2023-05-31,2023,5,31,951,United States,US-NY-115,New York,Washington,Washington County Grasslands SF Area trail,43.2425512,-73.5567627,"",,Unspecified,"","",,,,,,,S140221832,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579999571,Audio,Prairie Warbler,Setophaga discolor,,Emerson Lisboa,2023-06-01,2023,6,1,1015,United States,US-OH-049,Ohio,Franklin,Battelle Darby Creek Metro Park--Ancient Trail,39.8819474,-83.2180023,"",,Unspecified,"","",,,,,,,S140122026,"",,,,Singing from resindential property close to trail,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579965951,Audio,Prairie Warbler,Setophaga discolor,,Louis DeMarco,2023-05-31,2023,5,31,1201,United States,US-NY-087,New York,Rockland,Maintained trails,41.1983980,-74.0833810,"",,Unspecified,"","",,,,,,,S140109801,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
579965941,Audio,Prairie Warbler,Setophaga discolor,,Louis DeMarco,2023-05-31,2023,5,31,1201,United States,US-NY-087,New York,Rockland,Maintained trails,41.1983980,-74.0833810,"",,Unspecified,"","",,,,,,,S140109801,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
579965921,Audio,Prairie Warbler,Setophaga discolor,,Louis DeMarco,2023-05-31,2023,5,31,1201,United States,US-NY-087,New York,Rockland,Maintained trails,41.1983980,-74.0833810,"",,Unspecified,"","",,,,,,,S140109801,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
579965911,Audio,Prairie Warbler,Setophaga discolor,,Louis DeMarco,2023-05-31,2023,5,31,1201,United States,US-NY-087,New York,Rockland,Maintained trails,41.1983980,-74.0833810,"",,Unspecified,"","",,,,,,,S140109801,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
579965901,Audio,Prairie Warbler,Setophaga discolor,,Louis DeMarco,2023-05-31,2023,5,31,1201,United States,US-NY-087,New York,Rockland,Maintained trails,41.1983980,-74.0833810,"",,Unspecified,"","",,,,,,,S140109801,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,,,
579951331,Audio,Prairie Warbler,Setophaga discolor,,Blair Clark,2023-05-31,2023,5,31,908,United States,US-FL-109,Florida,St. Johns,Faver-Dykes SP,29.6734000,-81.2625000,"",,Unspecified,"","",,,,,,,S140047342,"",,,,Singing in a different territory than the two I had the other day. Buzzy and rising multi-parted song. Bad audio.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579841291,Audio,Prairie Warbler,Setophaga discolor,,Kendall Watkins,2023-05-30,2023,5,30,1820,United States,US-MO-009,Missouri,Barry,"Roaring River State Park, Eagle Rock US-MO (36.5688,-93.8004)",36.5687610,-93.8003890,"",,Unspecified,"","",,,,,,,S139988900,"",,,,,Setophaga discolor,prawar,Species,33643,,5.00,1,,,
579841191,Audio,Prairie Warbler,Setophaga discolor,,Kendall Watkins,2023-05-30,2023,5,30,1820,United States,US-MO-009,Missouri,Barry,"Roaring River State Park, Eagle Rock US-MO (36.5688,-93.8004)",36.5687610,-93.8003890,"",,Unspecified,"","",,,,,,,S139988900,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579791151,Audio,Prairie Warbler,Setophaga discolor,"Icteria virens -- Yellow-breasted Chat; Spizella pusilla -- Field Sparrow; Agelaius phoeniceus -- Red-winged Blackbird; Passerina cyanea -- Indigo Bunting",Hazem Alkhan,2023-05-31,2023,5,31,640,United States,US-IL-031,Illinois,Cook,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.9223180,"",,Unspecified,"","",,,,,,,S139984478,"",,,,Continuing.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579778061,Audio,Prairie Warbler,Setophaga discolor,"Vireo griseus -- White-eyed Vireo; Passerina cyanea -- Indigo Bunting; Icteria virens -- Yellow-breasted Chat; Spizella pusilla -- Field Sparrow",Hazem Alkhan,2023-05-31,2023,5,31,640,United States,US-IL-031,Illinois,Cook,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.9223180,"",,Unspecified,"","",,,,,,,S139984478,"",,,,Continuing.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579778071,Audio,Prairie Warbler,Setophaga discolor,"Icteria virens -- Yellow-breasted Chat; Passerina cyanea -- Indigo Bunting; Pipilo erythrophthalmus -- Eastern Towhee; Vireo griseus -- White-eyed Vireo; Spinus tristis -- American Goldfinch; Myiarchus crinitus -- Great Crested Flycatcher; Passeriformes sp. -- passerine sp.",Hazem Alkhan,2023-05-31,2023,5,31,640,United States,US-IL-031,Illinois,Cook,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.9223180,"",,Unspecified,"","",,,,,,,S139984478,"",,,,Continuing.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579750861,Audio,Prairie Warbler,Setophaga discolor,,Lisa Carol Wolf,2023-05-31,2023,5,31,726,United States,US-NJ-041,New Jersey,Warren,Old Mine Road IBA (Warren County only),40.9993797,-75.1110234,"",,Unspecified,"","",,,,,,,S140044393,"",,,,,Setophaga discolor,prawar,Species,33643,,4.00,1,,,
579703211,Audio,Prairie Warbler,Setophaga discolor,,Geoffrey Clarke,2023-05-15,2023,5,15,1321,United States,US-MI-163,Michigan,Wayne,Maybury SP,42.4296000,-83.5337186,"",,Unspecified,"","",,,,,,,S137884296,"",,,,Continuing,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579703201,Audio,Prairie Warbler,Setophaga discolor,,Geoffrey Clarke,2023-05-15,2023,5,15,1321,United States,US-MI-163,Michigan,Wayne,Maybury SP,42.4296000,-83.5337186,"",,Unspecified,"","",,,,,,,S137884296,"",,,,Continuing,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579692301,Audio,Prairie Warbler,Setophaga discolor,,Isaiah Craft,2023-05-31,2023,5,31,1457,United States,US-OH-073,Ohio,Hocking,Hocking Hills SP--Old Mans Cave,39.4367280,-82.5405620,"",,Unspecified,"","",,,,,,,S140033528,"",,,,In front of the parking area.,Setophaga discolor,prawar,Species,33643,,5.00,1,,,
579654181,Audio,Prairie Warbler,Setophaga discolor,,John Felton,2023-05-31,2023,5,31,809,United States,US-MA-003,Massachusetts,Berkshire,"Woods Pond, Lenox",42.3516938,-73.2412148,"",,Unspecified,"","",,,,,,,S139993842,"",,,,"Briefly saw small yellow warbler with reddish streaks on its flanks and dark lining under its eyes ; Heard upward rising song repeatedly. First heard in recording at 18 seconds. Under the power lines off Woodland Road.",Setophaga discolor,prawar,Species,33643,,3.00,2,,,
579624471,Audio,Prairie Warbler,Setophaga discolor,,Gary Mueller,2023-05-30,2023,5,30,700,United States,US-MO-161,Missouri,Phelps,Little Prairie CA,37.9979444,-91.6917333,Adult Male – 1,"Foraging or Eating; Song",Not Used,"","",,,OM System LS-P5,RODE VideoMic Go II,RODE Windjammer,,S139942036,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
579590681,Audio,Prairie Warbler,Setophaga discolor,,Jessica Coss,2023-05-29,2023,5,29,907,United States,US-PA-103,Pennsylvania,Pike,Delaware SF--Flat Ridge Rd.,41.2439487,-75.0242212,"",,Unspecified,"","",,,,,,,S139997776,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579522801,Audio,Prairie Warbler,Setophaga discolor,,Patrick McGill,2023-05-29,2023,5,29,727,United States,US-PA-089,Pennsylvania,Monroe,Delaware SF--Sixteen Mile Run Rd.,41.1728632,-75.1680844,"",,Unspecified,"","",,,,,,,S139736374,"",,,,,Setophaga discolor,prawar,Species,33643,,2.00,1,,,
579431541,Audio,Prairie Warbler,Setophaga discolor,,Bill Massaro,2023-05-30,2023,5,30,1922,United States,US-NY-029,New York,Erie,"10034–10174 Crump Rd, Glenwood US-NY 42.60665, -78.62407",42.6066500,-78.6240750,"",,Unspecified,"","",,,,,,,S139945337,"",,,,Singing known location. Recorded. No playback used. Photo obtained.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579416851,Audio,Prairie Warbler,Setophaga discolor,,Nolan A. Walker,2023-05-24,2023,5,24,1709,United States,US-NC-013,North Carolina,Beaufort,Voice of America Game Land,35.6971800,-77.1586600,"",,Unspecified,"","",,,,,,,S139141130,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579389781,Audio,Prairie Warbler,Setophaga discolor,,Nancy Buis,2023-05-26,2023,5,26,1315,United States,US-IL-031,Illinois,Cook,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.9223180,"",,Unspecified,"","",,,,,,,S139340429,"",,,,Singing. Continuing. Possibly two. Seemed to be moving around a lot.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579389761,Audio,Prairie Warbler,Setophaga discolor,,Nancy Buis,2023-05-26,2023,5,26,1315,United States,US-IL-031,Illinois,Cook,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.9223180,"",,Unspecified,"","",,,,,,,S139340429,"",,,,Singing. Continuing. Possibly two. Seemed to be moving around a lot.,Setophaga discolor,prawar,Species,33643,,.00,0,,,
579185241,Audio,Prairie Warbler,Setophaga discolor,"Cardinalis cardinalis -- Northern Cardinal; Agelaius phoeniceus -- Red-winged Blackbird; Turdus migratorius -- American Robin",Nancy Buis,2023-05-10,2023,5,10,807,United States,US-IL-031,Illinois,Cook,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.9223180,"",Song,Not Used,"","",,,Sony ICDPX440,,,,S136914941,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,"",,
579153781,Audio,Prairie Warbler,Setophaga discolor,,Christine Hayden,2023-05-29,2023,5,29,818,United States,US-KY-111,Kentucky,Jefferson,"Pope Lick Park (John Floyd Fields, Big Beech Woods, Prairie Preserve)",38.1803296,-85.4863148,"",,Unspecified,"","",,,,,,,S139753157,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
578960461,Audio,Prairie Warbler,Setophaga discolor,"Troglodytes aedon -- House Wren; Geothlypis trichas -- Common Yellowthroat; Setophaga petechia -- Yellow Warbler",Luis Mendes,2023-05-29,2023,5,29,838,United States,US-RI-001,Rhode Island,Bristol,Colt State Park,41.6806368,-71.3021922,"",Song,Not Used,"","",,,Canon PowerShot S3 IS camera,,,,S139817076,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
578926781,Audio,Prairie Warbler,Setophaga discolor,,T I,2023-05-29,2023,5,29,819,United States,US-IL-031,Illinois,Cook,McGinty Slough / John J. Duffy Grasslands,41.6588008,-87.9223180,"",,Unspecified,"","",,,,,,,S139758367,"",,,,"Heard multiple time, trilling rising song.  Seen briefly, small, streaked yellow warbler.  Will add recording.",Setophaga discolor,prawar,Species,33643,,2.00,1,,,
578902251,Audio,Prairie Warbler,Setophaga discolor,,Stacey Jaczko,2023-05-29,2023,5,29,1147,Canada,CA-ON-LM,Ontario,Lambton,Pinery PP--Cedar Trail,43.2472959,-81.8540769,"",,Unspecified,"","",,,,,,,S139778019,"",,,,"Saw and heard clearly was calling for some time sound recorded end of cedar trail in dunes by the lake pics taken with phone  Note pine warbler and yellow-rumped warblers singing on recording",Setophaga discolor,prawar,Species,33643,,3.67,3,,,
578847081,Audio,Prairie Warbler,Setophaga discolor,,Blair Clark,2023-05-29,2023,5,29,758,United States,US-FL-109,Florida,St. Johns,Faver-Dykes SP,29.6734000,-81.2625000,"",,Unspecified,"","",,,,,,,S139795491,"",,,,"Both in areas of dense shrubs and young pines, just like the habitat they breed in further north in North America. Singing their buzzy ‘zeet-zeet-zeet’ song. One about 1/2 mile north of the ranger station, the other about a 1/4 mile east of the station. Have photos and audio of one of the birds.",Setophaga discolor,prawar,Species,33643,,4.00,1,,,
578844871,Audio,Prairie Warbler,Setophaga discolor,,Dan Hannon,2023-05-12,2023,5,12,1453,United States,US-PA-027,Pennsylvania,Centre,Scotia  Barrens (IBA)--general,40.7899360,-77.9511360,"",,Unspecified,"","",,,,,,,S137415470,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
578820311,Audio,Prairie Warbler,Setophaga discolor,"Baeolophus bicolor -- Tufted Titmouse; Pipilo erythrophthalmus -- Eastern Towhee; Poecile carolinensis -- Carolina Chickadee; Piranga rubra -- Summer Tanager; Thryothorus ludovicianus -- Carolina Wren; Spizella passerina -- Chipping Sparrow",David Hollie,2022-04-15,2022,4,15,705,United States,US-TN-065,Tennessee,Hamilton,Deer Ridge Neighborhood,35.0235677,-85.0688214,"",Song,Unspecified,"","",,,,,,,S107265232,"",,,,,Setophaga discolor,prawar,Species,33643,,3.00,1,"",,
578810401,Audio,Prairie Warbler,Setophaga discolor,,Janet Loveland,2023-05-29,2023,5,29,854,United States,US-FL-087,Florida,Monroe,No Name Key--Watson Rd outlook,24.6976700,-81.3180210,"",,Unspecified,"","",,,,,,,S139782274,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
578795311,Audio,Prairie Warbler,Setophaga discolor,,Jesse Adkins,2023-05-20,2023,5,20,625,United States,US-MD-015,Maryland,Cecil,"1500 Chesapeake Club Dr, North East US-MD 39.58153, -75.93800",39.5815310,-75.9379970,"",,Unspecified,"","",,,,,,,S138495812,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
578766391,Audio,Prairie Warbler,Setophaga discolor,,Conor Scotland,2023-05-26,2023,5,26,1643,United States,US-NJ-037,New Jersey,Sussex,Delaware Water Gap NRA--Mountain Rd,41.1274090,-74.9054120,"",,Unspecified,"","",,,,,,,S139699595,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
578745461,Audio,Prairie Warbler,Setophaga discolor,,Andrew Price,2023-05-29,2023,5,29,842,United States,US-PA-011,Pennsylvania,Berks,Hopewell Big Woods Trail,40.2469466,-75.7919732,"",,Unspecified,"","",,,Zoom H4n Pro,Rode NTG2,,,S139746238,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
578743051,Audio,Prairie Warbler,Setophaga discolor,,Trish Berube,2023-05-29,2023,5,29,818,United States,US-ME-023,Maine,Sagadahoc,"11–99 Quarry Rd, Topsham US-ME 43.95030, -70.01469",43.9503000,-70.0146900,"",,Unspecified,"","",,,,,,,S139755570,"",,,,,Setophaga discolor,prawar,Species,33643,,.00,0,,,
578670231,Audio,Prairie Warbler,Setophaga discolor,,Phil Mills,2023-05-26,2023,5,26,1708,United States,US-NY-029,New York,Erie,"10066-10038 Crump Road, Glenwood, New York, US (42.607, -78.624)",42.6066224,-78.6235191,"",,Unspecified,"","",,,,,,,S139407557,"",,,,"Rare locally, but known location. Small bright yellow warbler with black flank streaking calling in its distinct ascending buzzy trill. Working multiple spots along last years possible breeding field. Distance kept viewing hard and photos impossible, but calls though low recorded  Audio TBA. Thanks to Hunters better ears was able to hear this special bird.",Setophaga discolor,prawar,Species,33643,,.00,0,,,
